OBS,Treatment,Plot,Reserve,Replicate,Plant_species,Ant_resident,Classification_Ant,Height
790,FF,2108-FF,2108,2,Hm,Ao,Obligate,4
791,FF,2108-FF,2108,2,Hm,Ao,Obligate,1
792,FF,2108-FF,2108,2,Hm,Ao,Obligate,3
793,FF,2108-FF,2108,2,Hm,Ao,Obligate,2.5
794,FF,2108-FF,2108,2,Hm,Ao,Obligate,1.6
795,FF,2108-FF,2108,2,Hm,Ao,Obligate,2.5
796,FF,2108-FF,2108,2,Hm,Ao,Obligate,1.2
797,FF,2108-FF,2108,2,Hm,Ao,Obligate,4.5
798,FF,2108-FF,2108,2,Hm,Ao,Obligate,1.7
799,FF,2108-FF,2108,2,Hm,Ao,Obligate,1.2
800,FF,2108-FF,2108,2,Hm,Ao,Obligate,4
801,FF,2108-FF,2108,2,Hm,Ao,Obligate,2.5
802,FF,2108-FF,2108,2,Hm,Ao,Obligate,<1
803,FF,2108-FF,2108,2,Hm,Ao,Obligate,1.6
804,FF,2108-FF,2108,2,Hp,Ao,Obligate,3
805,FF,2108-FF,2108,2,Hp,Ao,Obligate,1
806,FF,2108-FF,2108,2,Hp,Ao,Obligate,3.5
807,FF,2108-FF,2108,2,Hp,Ao,Obligate,1.7
808,FF,2108-FF,2108,2,Hp,Ao,Obligate,2.5
809,FF,2108-FF,2108,2,Hp,Ao,Obligate,2.5
810,FF,2108-FF,2108,2,Hp,Ao,Obligate,4.4
811,FF,2108-FF,2108,2,Hp,Ao,Obligate,<1
812,FF,2108-FF,2108,2,Hp,Ao,Obligate,2
813,FF,2108-FF,2108,2,Hp,Ao,Obligate,<1
814,FF,2108-FF,2108,2,Hp,Ao,Obligate,1.7
815,FF,2108-FF,2108,2,Hp,Ao,Obligate,2.5
816,FF,2108-FF,2108,2,Hm,As,Obligate,<1
817,FF,2108-FF,2108,2,Hm,As,Obligate,<1
818,FF,2108-FF,2108,2,Hm,As,Obligate,<1
819,FF,2108-FF,2108,2,Hm,As,Obligate,<1
820,FF,2108-FF,2108,2,Hm,As,Obligate,<1
821,FF,2108-FF,2108,2,Hm,As,Obligate,<1
822,FF,2108-FF,2108,2,Hm,As,Obligate,<1
823,FF,2108-FF,2108,2,Hm,As,Obligate,4
824,FF,2108-FF,2108,2,Hm,As,Obligate,<1
825,FF,2108-FF,2108,2,Hm,As,Obligate,1.6
826,FF,2108-FF,2108,2,Hp,As,Obligate,<1
827,FF,2108-FF,2108,2,Hp,As,Obligate,1.8
828,FF,2108-FF,2108,2,Hp,As,Obligate,<1
829,FF,2108-FF,2108,2,Hp,As,Obligate,2
830,FF,2108-FF,2108,2,Cn,Az1,Obligate,1.7
831,FF,2108-FF,2108,2,Cn,Az1,Obligate,<1
832,FF,2108-FF,2108,2,Cn,Az1,Obligate,<1
833,FF,2108-FF,2108,2,Cn,Az1,Obligate,<1
834,FF,2108-FF,2108,2,Cn,Az1,Obligate,1
835,FF,2108-FF,2108,2,Cn,Az1,Obligate,1.5
836,FF,2108-FF,2108,2,Cn,Az1,Obligate,<1
837,FF,2108-FF,2108,2,Hm,Az1,Obligate,3
838,FF,2108-FF,2108,2,Hm,Az3,Obligate,3
839,FF,2108-FF,2108,2,Hp,Az3,Obligate,3
840,FF,2108-FF,2108,2,Hm,Az6,Obligate,2
841,FF,2108-FF,2108,2,Hm,Az6,Obligate,5
842,FF,2108-FF,2108,2,Cn,Azu,Obligate,<1
843,FF,2108-FF,2108,2,Cn,Azu,Obligate,<1
844,FF,2108-FF,2108,2,Cn,Azu,Obligate,<1
845,FF,2108-FF,2108,2,Cn,Azu,Obligate,1.5
846,FF,2108-FF,2108,2,Cn,Azu,Obligate,3
847,FF,2108-FF,2108,2,Cn,Azu,Obligate,2.5
848,FF,2108-FF,2108,2,Cn,Azu,Obligate,<1
849,FF,2108-FF,2108,2,Hm,Azu,Obligate,5
850,FF,2108-FF,2108,2,Hm,Azu,Obligate,3.5
851,FF,2108-FF,2108,2,Hm,Azu,Obligate,3
852,FF,2108-FF,2108,2,Cn,Azu,Obligate,<1
853,FF,2108-FF,2108,2,Cn,Azu,Obligate,<1
854,FF,2108-FF,2108,2,Cn,Azu,Obligate,<1
855,FF,2108-FF,2108,2,Cn,Azu,Obligate,<1
856,FF,2108-FF,2108,2,Cn,Azu,Obligate,1.8
857,FF,2108-FF,2108,2,Cn,Azu,Obligate,<1
858,FF,2108-FF,2108,2,Cn,Azu,Obligate,<1
859,FF,2108-FF,2108,2,Hp,Azu,Obligate,2.5
860,FF,2108-FF,2108,2,Ts,Azu,Obligate,3
861,FF,2108-FF,2108,2,Cn,Azu,Obligate,<1
862,FF,2108-FF,2108,2,Cn,Azu,Obligate,3
863,FF,2108-FF,2108,2,Hm,Cru,Opportunist,1.5
864,FF,2108-FF,2108,2,Cn,none,,<1
865,FF,2108-FF,2108,2,Hm,none,,<1
866,FF,2108-FF,2108,2,Ts,none,,1.7
867,FF,2108-FF,2108,2,Ts,none,,3
868,FF,2108-FF,2108,2,Ts,none,,<1
869,FF,2108-FF,2108,2,Ts,Pc,Obligate,1.8
870,FF,2108-FF,2108,2,Ts,Pc,Obligate,<1
871,FF,2108-FF,2108,2,Ts,Pc,Obligate,3
872,FF,2108-FF,2108,2,Ts,Pc,Obligate,2.5
873,FF,2108-FF,2108,2,Ts,Pc,Obligate,2.5
874,FF,2108-FF,2108,2,Ts,Pc,Obligate,3
875,FF,2108-FF,2108,2,Tp,Pn,Obligate,14
876,FF,2108-FF,2108,2,Ts,Pn,Obligate,6
877,FF,2108-FF,2108,2,Ts,Pn,Obligate,4.5
878,FF,2108-FF,2108,2,Cn,So8,Opportunist,1
879,FF,2107-FF,2107,3,Hm,Ad,Obligate,1
880,FF,2107-FF,2107,3,Hp,Ad,Obligate,4
881,FF,2107-FF,2107,3,Hm,Ao,Obligate,1.5
882,FF,2107-FF,2107,3,Hm,Ao,Obligate,2.5
883,FF,2107-FF,2107,3,Hm,Ao,Obligate,1
884,FF,2107-FF,2107,3,Hm,Ao,Obligate,2.7
885,FF,2107-FF,2107,3,Hm,Ao,Obligate,2
886,FF,2107-FF,2107,3,Hm,Ao,Obligate,3.5
887,FF,2107-FF,2107,3,Hm,Ao,Obligate,2.5
888,FF,2107-FF,2107,3,Hm,Ao,Obligate,3.7
889,FF,2107-FF,2107,3,Hm,Ao,Obligate,6
890,FF,2107-FF,2107,3,Hm,Ao,Obligate,<1
891,FF,2107-FF,2107,3,Hm,Ao,Obligate,1.7
892,FF,2107-FF,2107,3,Hm,Ao,Obligate,1.5
893,FF,2107-FF,2107,3,Hm,Ao,Obligate,3.5
894,FF,2107-FF,2107,3,Hm,Ao,Obligate,1
895,FF,2107-FF,2107,3,Hm,Ao,Obligate,4
896,FF,2107-FF,2107,3,Hm,Ao,Obligate,<1
897,FF,2107-FF,2107,3,Hm,Ao,Obligate,4
898,FF,2107-FF,2107,3,Hm,Ao,Obligate,2.5
899,FF,2107-FF,2107,3,Hm,Ao,Obligate,<1
900,FF,2107-FF,2107,3,Hm,Ao,Obligate,1.8
901,FF,2107-FF,2107,3,Hm,Ao,Obligate,4.5
902,FF,2107-FF,2107,3,Hm,Ao,Obligate,1
903,FF,2107-FF,2107,3,Hm,Ao,Obligate,3
904,FF,2107-FF,2107,3,Hm,Ao,Obligate,2
905,FF,2107-FF,2107,3,Hm,Ao,Obligate,1.5
906,FF,2107-FF,2107,3,Hm,Ao,Obligate,1
907,FF,2107-FF,2107,3,Hm,Ao,Obligate,3
908,FF,2107-FF,2107,3,Hm,Ao,Obligate,2.5
909,FF,2107-FF,2107,3,Hm,Ao,Obligate,1.8
910,FF,2107-FF,2107,3,Hm,Ao,Obligate,4
911,FF,2107-FF,2107,3,Hm,Ao,Obligate,1
912,FF,2107-FF,2107,3,Hm,Ao,Obligate,3
913,FF,2107-FF,2107,3,Hm,Ao,Obligate,4.5
914,FF,2107-FF,2107,3,Hm,Ao,Obligate,2.5
915,FF,2107-FF,2107,3,Hm,Ao,Obligate,<1
916,FF,2107-FF,2107,3,Hm,Ao,Obligate,<1
917,FF,2107-FF,2107,3,Hm,Ao,Obligate,3
918,FF,2107-FF,2107,3,Hm,Ao,Obligate,2.5
919,FF,2107-FF,2107,3,Hm,Ao,Obligate,<1
920,FF,2107-FF,2107,3,Hm,Ao,Obligate,3
921,FF,2107-FF,2107,3,Hm,Ao,Obligate,2
922,FF,2107-FF,2107,3,Hm,Ao,Obligate,<1
923,FF,2107-FF,2107,3,Hm,Ao,Obligate,1.4
924,FF,2107-FF,2107,3,Hm,Ao,Obligate,<1
925,FF,2107-FF,2107,3,Hm,Ao,Obligate,3
926,FF,2107-FF,2107,3,Hp,Ao,Obligate,4
927,FF,2107-FF,2107,3,Hp,Ao,Obligate,2.5
928,FF,2107-FF,2107,3,Hp,Ao,Obligate,3
929,FF,2107-FF,2107,3,Hp,Ao,Obligate,4
930,FF,2107-FF,2107,3,Hp,Ao,Obligate,4.5
931,FF,2107-FF,2107,3,Hm,As,Obligate,1.4
932,FF,2107-FF,2107,3,Hm,As,Obligate,<1
933,FF,2107-FF,2107,3,Hm,As,Obligate,1
934,FF,2107-FF,2107,3,Hm,As,Obligate,<1
935,FF,2107-FF,2107,3,Hm,As,Obligate,<1
936,FF,2107-FF,2107,3,Hm,As,Obligate,<1
937,FF,2107-FF,2107,3,Hp,As,Obligate,1
938,FF,2107-FF,2107,3,Cn,Az1,Obligate,<1
939,FF,2107-FF,2107,3,Cn,Az1,Obligate,<1
940,FF,2107-FF,2107,3,Hm,Azu,Obligate,2.5
941,FF,2107-FF,2107,3,Hp,Azu,Obligate,7
942,FF,2107-FF,2107,3,Hp,Azu,Obligate,3
943,FF,2107-FF,2107,3,Hp,Azu,Obligate,3.5
944,FF,2107-FF,2107,3,Cn,Azu,Obligate,<1
945,FF,2107-FF,2107,3,Cn,Azu,Obligate,<1
946,FF,2107-FF,2107,3,Hp,Azu,Obligate,6
947,FF,2107-FF,2107,3,Hm,By3,Opportunist,2
948,FF,2107-FF,2107,3,Pr,Cru,Opportunist,3.5
949,FF,2107-FF,2107,3,Cn,none,,<1
950,FF,2107-FF,2107,3,Cn,none,,<1
951,FF,2107-FF,2107,3,Hm,none,,<1
952,FF,2107-FF,2107,3,Hm,none,,1
953,FF,2107-FF,2107,3,Hm,none,,2.5
954,FF,2107-FF,2107,3,Hm,none,,<1
955,FF,2107-FF,2107,3,Hm,none,,<1
956,FF,2107-FF,2107,3,Hp,none,,6
957,FF,2107-FF,2107,3,Mg,none,,<1
958,FF,2107-FF,2107,3,Ts,none,,<1
959,FF,2107-FF,2107,3,Ts,none,,1
960,FF,2107-FF,2107,3,Tv,none,,40
961,FF,2107-FF,2107,3,Tv,none,,55
962,FF,2107-FF,2107,3,Ts,Pc,Obligate,3
963,FF,2107-FF,2107,3,Ts,Pc,Obligate,1.2
964,FF,2107-FF,2107,3,Ts,Pn,Obligate,2
965,FF,2107-FF,2107,3,Hm,Ph46,Opportunist,<1
966,FF,2107-FF,2107,3,Mg,Ph52,Opportunist,<1
967,FF,2107-FF,2107,3,Mg,Ph52,Opportunist,1.4
968,FF,2107-FF,2107,3,Mg,Ph52,Opportunist,<1
969,FF,2107-FF,2107,3,Mg,Ph52,Opportunist,<1
970,FF,2107-FF,2107,3,Mg,Ph52,Opportunist,<1
971,FF,2107-FF,2107,3,Mg,Ph52,Opportunist,<1
972,FF,2107-FF,2107,3,Mg,Ph52,Opportunist,<1
973,FF,2107-FF,2107,3,Mg,Ph52,Opportunist,<1
974,FF,2107-FF,2107,3,Mg,Ph52,Opportunist,<1
975,FF,2107-FF,2107,3,Mg,Ph52,Opportunist,<1
976,FF,2107-FF,2107,3,Mg,Ph52,Opportunist,<1
977,FF,2107-FF,2107,3,Mg,Ph52,Opportunist,<1
978,FF,2107-FF,2107,3,Mg,Ph52,Opportunist,<1
979,FF,2107-FF,2107,3,Hm,So8,Opportunist,<1
980,FF,2107-FF,2107,3,Hm,Wa,Opportunist,2.5
981,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,<1
982,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,2
983,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,2
984,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,3
985,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,1
986,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,4
987,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,4
988,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,3
989,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,<1
990,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,3
991,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,3
992,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,5.5
993,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,4
994,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,4
995,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,1
996,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,1
997,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,3
998,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,3
999,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,3
1000,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,2.5
1001,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,<1
1002,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,1
1003,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,4
1004,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,3
1005,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,5
1006,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,<1
1007,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,3
1008,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,4
1009,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,3
1010,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,1
1011,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,3
1012,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,3
1013,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,2.5
1014,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,3
1015,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,1
1016,FF,PortoAlegre-FF,3114,4,Hm,Ao,Obligate,6
1017,FF,PortoAlegre-FF,3114,4,Hp,Ao,Obligate,3
1018,FF,PortoAlegre-FF,3114,4,Hp,Ao,Obligate,4
1019,FF,PortoAlegre-FF,3114,4,Hm,As,Obligate,<1
1020,FF,PortoAlegre-FF,3114,4,Hm,As,Obligate,<1
1021,FF,PortoAlegre-FF,3114,4,Hm,As,Obligate,<1
1022,FF,PortoAlegre-FF,3114,4,Hm,As,Obligate,1
1023,FF,PortoAlegre-FF,3114,4,Hm,As,Obligate,1.6
1024,FF,PortoAlegre-FF,3114,4,Hp,As,Obligate,<1
1025,FF,PortoAlegre-FF,3114,4,Cn,Az1,Obligate,3
1026,FF,PortoAlegre-FF,3114,4,Cn,Az3,Obligate,1
1027,FF,PortoAlegre-FF,3114,4,Cn,Az3,Obligate,2
1028,FF,PortoAlegre-FF,3114,4,Cn,Az3,Obligate,2
1029,FF,PortoAlegre-FF,3114,4,Cn,Az4,Obligate,1.7
1030,FF,PortoAlegre-FF,3114,4,Cn,Az4,Obligate,1
1031,FF,PortoAlegre-FF,3114,4,Cn,Az4,Obligate,<1
1032,FF,PortoAlegre-FF,3114,4,Hm,Az4,Obligate,3
1033,FF,PortoAlegre-FF,3114,4,Tb,Az4,Obligate,<1
1034,FF,PortoAlegre-FF,3114,4,Tb,Az4,Obligate,1.7
1035,FF,PortoAlegre-FF,3114,4,Tb,Az4,Obligate,1
1036,FF,PortoAlegre-FF,3114,4,Cn,Az5,Obligate,2
1037,FF,PortoAlegre-FF,3114,4,Cn,Azu,Obligate,1.7
1038,FF,PortoAlegre-FF,3114,4,Cn,Azu,Obligate,1
1039,FF,PortoAlegre-FF,3114,4,Cn,Azu,Obligate,1
1040,FF,PortoAlegre-FF,3114,4,Hm,Clp,Opportunist,1.6
1041,FF,PortoAlegre-FF,3114,4,Tb,Cl,Obligate,<1
1042,FF,PortoAlegre-FF,3114,4,Cp,none,,<1
1043,FF,PortoAlegre-FF,3114,4,Cn,none,,<1
1044,FF,PortoAlegre-FF,3114,4,Cn,none,,1
1045,FF,PortoAlegre-FF,3114,4,Hm,none,,5
1046,FF,PortoAlegre-FF,3114,4,Hm,none,,2
1047,FF,PortoAlegre-FF,3114,4,Hm,none,,2.3
1048,FF,PortoAlegre-FF,3114,4,Pr,none,,
1049,FF,PortoAlegre-FF,3114,4,Pr,none,,
1050,FF,PortoAlegre-FF,3114,4,Pr,none,,
1051,FF,PortoAlegre-FF,3114,4,Pr,none,,2
1052,FF,PortoAlegre-FF,3114,4,Tm,none,,
1053,FF,PortoAlegre-FF,3114,4,Tm,none,,
1054,FF,PortoAlegre-FF,3114,4,Tm,none,,
1055,FF,PortoAlegre-FF,3114,4,Tb,none,,<1
1056,FF,PortoAlegre-FF,3114,4,Tm,Pc,Obligate,1
1057,FF,PortoAlegre-FF,3114,4,Tm,Pn,Obligate,6
