Date,Tank,CO2_Treat,Light_Treat,Treatment,Salinity,Temperature,pHT,pCO2,HCO3,CO3,DIC,ALK,OmegaAragonite
26-Dec-14,tank17,HCO2,HL,HC-HL,34.6,24.86,7.643114543,1130.920075,2000.058037,93.75042068,2125.995136,2230.851653,1.490775035
26-Dec-14,tank18,HCO2,HL,HC-HL,34.6,25.235,7.634986803,1147.741914,1987.82055,92.71621368,2112.89494,2216.264032,1.476929093
26-Dec-14,tank19,ACO2,LL,AC-LL,34.6,24.824,7.97660363,466.5658859,1778.710676,179.4530477,1971.454607,2221.878389,2.853099748
26-Dec-14,tank20,ACO2,LL,AC-LL,34.6,25.378,7.925882015,536.0810953,1812.586969,166.0537342,1993.700313,2222.301578,2.64696223
26-Dec-14,tank21,ACO2,LL,AC-LL,34.6,25.375,7.922532936,534.3146463,1792.767307,162.9584566,1970.736878,2195.786285,2.597585132
26-Dec-14,tank22,HCO2,LL,HC-LL,34.7,24.948,7.713403305,938.4344077,1950.793958,108.1029199,2085.532123,2217.40849,1.71860116
26-Dec-14,tank23,HCO2,LL,HC-LL,34.7,25.303,7.71211002,943.3132528,1951.068906,109.2094697,2086.814016,2220.257765,1.739091994
26-Dec-14,tank24,HCO2,LL,HC-LL,34.3,25.867,7.651749817,1109.119907,1987.347198,97.91286343,2116.087614,2227.976344,1.567494101
30-Dec-14,tank1,ACO2,LL,AC-LL,34.1,23.788,7.970947271,463.6784075,1752.787114,166.074838,1932.46063,2164.53645,2.636071552
30-Dec-14,tank2,ACO2,LL,AC-LL,34.2,24.647,8.013785717,412.1182649,1711.203185,185.1264635,1908.146935,2170.036342,2.948279164
30-Dec-14,tank3,ACO2,LL,AC-LL,34.6,24.854,7.947575236,489.612,1745.579769,164.9055714,1924.422146,2155.188907,2.622177451
30-Dec-14,tank4,HCO2,LL,HC-LL,34,23.872,7.569734166,1327.679178,1990.811912,74.94121591,2104.627039,2175.908715,1.190691266
30-Dec-14,tank5,HCO2,LL,HC-LL,34.6,24.436,7.587300921,1260.816093,1965.755992,79.77707105,2081.80506,2163.349113,1.266098335
30-Dec-14,tank6,HCO2,LL,HC-LL,34.5,24.513,7.586687767,1271.128565,1977.537213,80.18339436,2094.236685,2175.82556,1.273801136
30-Dec-14,tank7,ACO2,HL,AC-HL,34.6,24.693,7.835683795,665.8120403,1836.357462,133.2885157,1988.675759,2166.802173,2.11784928
30-Dec-14,tank8,ACO2,HL,AC-HL,33.4,24.456,7.812368902,712.8691914,1858.501283,123.2203406,2002.34844,2162.709794,1.970012195
30-Dec-14,tank9,ACO2,HL,AC-HL,33.4,25.375,7.745269341,842.305755,1871.410177,109.9618129,2005.183519,2143.04055,1.765882472
30-Dec-14,tank10,HCO2,HL,HC-HL,34.6,24.443,7.717645595,908.3545052,1911.879738,104.7769067,2042.784163,2171.385074,1.662910268
30-Dec-14,tank11,HCO2,HL,HC-HL,33,24.711,7.686630368,991.1011749,1928.49686,95.70350468,2052.751571,2164.165253,1.535456312
30-Dec-14,tank12,HCO2,HL,HC-HL,33,24.316,7.718712574,915.6986624,1922.901417,101.2601925,2050.807975,2172.207282,1.621518699
30-Dec-14,tank13,ACO2,LL,AC-LL,34.5,24.163,7.986129823,443.5859896,1734.817593,174.2050159,1921.88011,2167.238756,2.763021892
30-Dec-14,tank14,ACO2,LL,AC-LL,34.6,24.155,7.981118745,448.8314455,1735.804191,172.6530292,1921.462616,2164.62974,2.736589098
30-Dec-14,tank15,ACO2,LL,AC-LL,34.5,24.33,8.009989641,414.3643342,1710.367369,182.5688849,1904.895542,2163.749365,2.897876986
30-Dec-14,tank16,HCO2,HL,HC-HL,34.5,24.206,7.611165625,1197.915874,1975.269618,83.78318802,2093.73651,2182.428078,1.329122937
30-Dec-14,tank17,HCO2,HL,HC-HL,34.2,24.032,7.627826801,1139.754075,1953.039985,84.93525761,2071.174761,2163.233289,1.348832066
30-Dec-14,tank18,HCO2,HL,HC-HL,34.5,24.945,7.603535608,1217.832395,1964.580532,84.13393146,2083.31834,2172.625094,1.339244412
30-Dec-14,tank19,ACO2,LL,AC-LL,34.2,25.196,7.817742115,696.715762,1836.088125,129.0535903,1984.844325,2155.695107,2.060618962
30-Dec-14,tank20,ACO2,LL,AC-LL,34.1,25.05,7.793669615,746.5609219,1862.336721,122.8915091,2006.42921,2166.258551,1.962080463
30-Dec-14,tank21,ACO2,LL,AC-LL,34.5,26.011,7.753329033,830.0037493,1878.765078,118.1194339,2019.848246,2170.883948,1.889877389
30-Dec-14,tank22,HCO2,LL,HC-LL,33,23.874,7.691884827,978.1383427,1936.096443,94.2991093,2059.184362,2168.413865,1.506895508
30-Dec-14,tank23,HCO2,LL,HC-LL,33.2,24.072,7.695328282,968.3074846,1931.068756,95.95522318,2055.348615,2167.619702,1.533074985
30-Dec-14,tank24,HCO2,LL,HC-LL,33.4,25.476,7.660026319,1058.397859,1931.292978,93.60192125,2054.739528,2161.983073,1.503910202
6-Jan-15,tank1,ACO2,LL,AC-LL,34.5,23.26,7.955496296,482.3601803,1767.471305,159.9742001,1941.75702,2164.829744,2.527179057
6-Jan-15,tank2,ACO2,LL,AC-LL,34.5,23.92,7.933329691,513.7947329,1781.933187,157.0393293,1953.958285,2171.48451,2.488039008
6-Jan-15,tank3,ACO2,LL,AC-LL,34.3,24.35,7.926577363,523.512853,1781.96454,156.3600221,1953.442152,2169.448927,2.485191394
6-Jan-15,tank4,HCO2,LL,HC-LL,34.6,23.36,7.572276199,1307.785856,1982.284611,74.68874334,2095.653639,2167.407014,1.17967491
6-Jan-15,tank5,HCO2,LL,HC-LL,34.6,24.21,7.581923983,1274.413766,1965.126688,78.11763515,2080.119797,2158.73137,1.23848952
6-Jan-15,tank6,HCO2,LL,HC-LL,34.2,23.76,7.595099993,1242.482788,1977.73114,78.9697167,2093.147274,2173.015749,1.252556722
6-Jan-15,tank7,ACO2,HL,AC-HL,33.8,24.1,7.943789669,501.6321884,1776.215274,158.8003792,1949.632673,2169.116107,2.528710524
6-Jan-15,tank8,ACO2,HL,AC-HL,34.6,23.32,7.96352302,473.3968587,1766.879931,163.6442319,1944.540411,2173.202944,2.584238101
6-Jan-15,tank9,ACO2,HL,AC-HL,34.6,24.45,7.944424299,496.2877217,1760.76009,162.7030662,1937.735638,2164.648159,2.582336751
6-Jan-15,tank10,HCO2,HL,HC-HL,34.2,23.39,7.595871795,1241.976504,1984.834798,78.31672124,2099.934201,2178.487534,1.240158164
6-Jan-15,tank11,HCO2,HL,HC-HL,34.2,24.03,7.571249741,1321.501335,1987.903965,75.88626851,2102.285761,2175.448928,1.205116763
6-Jan-15,tank12,HCO2,HL,HC-HL,34.5,23.57,7.594670672,1236.747314,1970.736126,78.60977885,2085.745386,2165.514478,1.243514261
6-Jan-15,tank13,ACO2,LL,AC-LL,34.7,23.61,7.964625614,471.657415,1762.325691,165.7829797,1941.961393,2173.998986,2.619691813
6-Jan-15,tank14,ACO2,LL,AC-LL,34.5,23.63,7.955976433,482.2794832,1765.215,162.1488193,1941.536088,2167.746884,2.56568202
6-Jan-15,tank15,ACO2,LL,AC-LL,34.4,23.19,7.952646688,488.3289319,1777.845219,159.0777233,1951.445687,2172.552609,2.513786205
6-Jan-15,tank16,HCO2,HL,HC-HL,34.6,22.98,7.578184414,1285.266498,1979.350251,74.54413626,2092.287547,2164.250243,1.175467359
6-Jan-15,tank17,HCO2,HL,HC-HL,33.6,23.1,7.572288683,1329.81823,2012.37165,73.36262121,2125.5435,2193.182784,1.164291614
6-Jan-15,tank18,HCO2,HL,HC-HL,34.6,24.27,7.569663507,1323.708888,1983.618078,76.82731895,2098.688474,2173.743409,1.218363571
6-Jan-15,tank19,ACO2,LL,AC-LL,34.3,23.78,7.948003376,495.6644075,1778.506756,160.540714,1953.571959,2176.344878,2.545053912
6-Jan-15,tank20,ACO2,LL,AC-LL,34.7,24.08,7.949033684,488.5641059,1756.20925,162.1690642,1932.554829,2159.261926,2.567926443
6-Jan-15,tank21,ACO2,LL,AC-LL,34.6,23.75,7.944844535,497.5502182,1774.288222,159.9329767,1948.789261,2171.270989,2.530391308
6-Jan-15,tank22,HCO2,LL,HC-LL,34.5,23.57,7.579384222,1288.077149,1981.540007,76.30701971,2095.757221,2170.514207,1.207087319
6-Jan-15,tank23,HCO2,LL,HC-LL,34.4,24.24,7.557999138,1364.81205,1990.14345,74.60780171,2104.253432,2174.623942,1.184487635
6-Jan-15,tank24,HCO2,LL,HC-LL,34.7,24.74,7.5699393,1322.919074,1978.811337,78.20759136,2094.764878,2172.352197,1.242131003
9-Jan-15,tank1,ACO2,LL,AC-LL,34.4,23.41,8.000003161,430.5940097,1745.951544,175.6456359,1934.329738,2181.495009,2.778259245
9-Jan-15,tank2,ACO2,LL,AC-LL,34.8,24.26,7.997596085,429.6372198,1725.776552,179.81235,1917.991714,2172.44861,2.847792559
9-Jan-15,tank3,ACO2,LL,AC-LL,35,24.68,7.980352023,453.1771042,1746.160039,178.394164,1937.48388,2188.781144,2.827044166
9-Jan-15,tank4,HCO2,LL,HC-LL,34.8,23.45,7.630928114,1143.075168,1983.246619,86.21189605,2103.15268,2196.561355,1.360510213
9-Jan-15,tank5,HCO2,LL,HC-LL,34.8,24.34,7.636047036,1127.683748,1969.314238,89.51173961,2091.313515,2190.711021,1.418161144
9-Jan-15,tank6,HCO2,LL,HC-LL,34.9,23.91,7.705486095,938.2881386,1928.109856,101.4505396,2056.876888,2179.580253,1.603197147
9-Jan-15,tank7,ACO2,HL,AC-HL,34.9,24.26,8.014541625,411.301312,1718.357767,186.5920127,1916.817057,2181.732763,2.953264689
9-Jan-15,tank8,ACO2,HL,AC-HL,34.9,23.46,8.011456251,415.8284223,1733.178278,181.4350992,1926.861055,2183.895873,2.861542267
9-Jan-15,tank9,ACO2,HL,AC-HL,34.7,25.22,8.002637662,425.6694642,1719.598334,187.3358986,1918.933414,2184.010409,2.982035593
9-Jan-15,tank10,HCO2,HL,HC-HL,34.8,23.52,7.691554156,977.3949131,1949.022147,97.6689642,2075.449307,2190.861557,1.541782624
9-Jan-15,tank11,HCO2,HL,HC-HL,34.6,24.19,7.694817418,969.7604432,1939.500273,99.91297763,2067.487911,2186.647235,1.583893211
9-Jan-15,tank12,HCO2,HL,HC-HL,34.8,23.78,7.703110118,955.1597707,1953.017733,101.4778108,2082.411174,2203.944528,1.603731583
9-Jan-15,tank13,ACO2,LL,AC-LL,34.9,23.74,7.990304285,441.2388935,1748.745138,176.1746705,1937.822078,2186.129043,2.78196305
9-Jan-15,tank14,ACO2,LL,AC-LL,34.8,23.66,8.007987333,421.962246,1742.175444,181.8487818,1936.394857,2193.271317,2.872382092
9-Jan-15,tank15,ACO2,LL,AC-LL,34.9,23.39,7.961090393,477.1120886,1771.597737,164.7228064,1950.398813,2180.760162,2.597176406
9-Jan-15,tank16,HCO2,HL,HC-HL,34.8,23.13,7.602732952,1226.583288,1998.187118,80.44367648,2115.088978,2197.260594,1.267736447
9-Jan-15,tank17,HCO2,HL,HC-HL,34.8,23.21,7.603835988,1217.106071,1986.836258,80.42784864,2103.365159,2186.053293,1.267920518
9-Jan-15,tank18,HCO2,HL,HC-HL,34.9,23.06,7.599852945,1231.454523,1994.266431,79.73199455,2110.649034,2191.758993,1.255359471
9-Jan-15,tank19,ACO2,LL,AC-LL,34.9,23.85,7.965580881,472.7519872,1768.800969,169.0188827,1951.604437,2188.211186,2.670256018
9-Jan-15,tank20,ACO2,LL,AC-LL,34.8,24.24,8.001161959,428.5935012,1735.982587,182.2327176,1930.594316,2188.034655,2.88586552
9-Jan-15,tank21,ACO2,LL,AC-LL,34.8,23.87,7.968800248,469.6518213,1769.558534,170.0834251,1953.336285,2191.33092,2.689026178
9-Jan-15,tank22,HCO2,LL,HC-LL,34.5,23.68,7.661445902,1056.192416,1961.466117,91.61534029,2084.078546,2188.053999,1.449950558
9-Jan-15,tank23,HCO2,LL,HC-LL,35,24.95,7.685502605,988.3840974,1928.444174,100.9162667,2057.368212,2178.426814,1.601221833
9-Jan-15,tank24,HCO2,LL,HC-LL,34.6,23.92,7.63415502,1137.956813,1982.364038,87.92886209,2103.466013,2199.608246,1.392223966
14-Jan-15,tank1,ACO2,LL,AC-LL,35,24.07,7.936534723,501.5595007,1753.390321,158.3464192,1926.271199,2147.791637,2.502466965
14-Jan-15,tank2,ACO2,LL,AC-LL,35.1,25.14,8.006726164,411.7565665,1681.855801,186.1180881,1879.580099,2145.698808,2.953741981
14-Jan-15,tank3,ACO2,LL,AC-LL,35,23.35,7.944440218,492.3903949,1760.472267,157.6602235,1932.669027,2153.216812,2.483814136
14-Jan-15,tank4,HCO2,LL,HC-LL,35,23.43,7.554611229,1358.495124,1978.517142,72.4249308,2090.964689,2158.407291,1.1413903
14-Jan-15,tank5,HCO2,LL,HC-LL,35,23.54,7.620054605,1150.181971,1946.2881,83.16947263,2063.246579,2153.008288,1.311342216
14-Jan-15,tank6,HCO2,LL,HC-LL,35,24.17,7.627170882,1128.26513,1933.508564,85.96309293,2052.083369,2147.153727,1.359143144
14-Jan-15,tank7,ACO2,HL,AC-HL,34.9,23.37,7.915373795,534.861054,1787.808097,149.5105454,1953.109127,2159.782191,2.357122504
14-Jan-15,tank8,ACO2,HL,AC-HL,35.2,25.02,7.924970166,524.3818348,1776.07852,162.4749086,1953.371202,2179.539144,2.575361858
14-Jan-15,tank9,ACO2,HL,AC-HL,34.7,23.33,7.934413546,515.7327725,1800.524171,156.3677495,1972.149617,2188.300059,2.467904129
14-Jan-15,tank10,HCO2,HL,HC-HL,34.9,23.43,7.666764781,1030.040553,1941.640075,91.80658411,2063.808708,2169.479729,1.447759518
14-Jan-15,tank11,HCO2,HL,HC-HL,35,25.02,7.624108389,1144.746996,1938.292856,88.28665147,2058.960901,2157.315317,1.401283597
14-Jan-15,tank12,HCO2,HL,HC-HL,35,23.48,7.649390052,1066.395235,1931.299702,88.10067335,2050.776741,2150.376507,1.388733203
14-Jan-15,tank13,ACO2,LL,AC-LL,35,24.34,7.939290619,499.8246849,1755.652278,161.1546169,1931.191365,2156.638214,2.549917976
14-Jan-15,tank14,ACO2,LL,AC-LL,35,23.62,7.982868141,441.553667,1721.994966,170.1709596,1905.110689,2146.240306,2.684034273
14-Jan-15,tank15,ACO2,LL,AC-LL,35.1,24.12,7.922541065,522.5928356,1768.960191,155.3276162,1939.404455,2155.641263,2.453704823
14-Jan-15,tank16,HCO2,HL,HC-HL,34.9,23.81,7.604442333,1200.574529,1956.131773,81.25964708,2072.433993,2157.867127,1.283560058
14-Jan-15,tank17,HCO2,HL,HC-HL,35.1,23.95,7.51688093,1493.36708,1988.362577,68.17808542,2099.92688,2157.648786,1.076199048
14-Jan-15,tank18,HCO2,HL,HC-HL,34.9,23.57,7.523014279,1472.194131,1991.432233,67.97771528,2102.647848,2160.137972,1.072636089
14-Jan-15,tank19,ACO2,LL,AC-LL,35,23.34,7.888432691,574.5724585,1805.854335,142.1044138,1964.925901,2159.485781,2.238648577
14-Jan-15,tank20,ACO2,LL,AC-LL,35.2,24.84,7.911297221,533.8148652,1753.828097,154.4430647,1923.424153,2138.81757,2.446030095
14-Jan-15,tank21,ACO2,LL,AC-LL,35.1,24.45,7.863828277,613.3514087,1810.122211,140.5407469,1968.25598,2159.592454,2.22339138
14-Jan-15,tank22,HCO2,LL,HC-LL,34.9,24.52,7.709171839,928.8175872,1918.002452,104.0912301,2048.715701,2175.955743,1.649428247
14-Jan-15,tank23,HCO2,LL,HC-LL,34.9,24.38,7.667926038,1027.651347,1931.416071,94.83270743,2055.808817,2166.600741,1.501765332
14-Jan-15,tank24,HCO2,LL,HC-LL,34.7,24.05,7.695910382,941.3703354,1889.593246,97.30980861,2014.239504,2131.643209,1.540681484
19-Jan-15,tank1,ACO2,LL,AC-LL,35,24.39,7.999836276,424.6828078,1714.366146,181.2394243,1907.811954,2165.215937,2.868360802
19-Jan-15,tank2,ACO2,LL,AC-LL,35.1,29.38,7.955763767,469.1232058,1663.992724,191.0262336,1866.955334,2139.076966,3.097811288
19-Jan-15,tank3,ACO2,LL,AC-LL,34.9,29.93,7.969194255,458.2919613,1670.647775,200.8412626,1883.014394,2168.40118,3.271823273
19-Jan-15,tank4,HCO2,LL,HC-LL,34.6,24.42,7.654068029,1059.853898,1927.224161,91.15744651,2048.884654,2153.294087,1.446604346
19-Jan-15,tank5,HCO2,LL,HC-LL,34.5,24.6,7.659456763,1045.533509,1922.295723,92.4566943,2044.721382,2151.506538,1.469364983
19-Jan-15,tank6,HCO2,LL,HC-LL,35.1,28.39,7.636925934,1111.334716,1902.023586,101.1137719,2032.076743,2152.360296,1.630927707
19-Jan-15,tank7,ACO2,HL,AC-HL,24.8,24.46,8.002604501,470.8807732,1807.55569,148.5604059,1970.365755,2161.30432,2.460069484
19-Jan-15,tank8,ACO2,HL,AC-HL,34.7,24.81,8.128056282,294.1341171,1589.853705,227.7379862,1825.969186,2156.876109,3.618216895
19-Jan-15,tank9,ACO2,HL,AC-HL,34.9,28.75,7.886208881,567.0455053,1718.517931,163.5640351,1896.738105,2125.192466,2.647120845
19-Jan-15,tank10,HCO2,HL,HC-HL,35,25.02,7.754256461,818.7104185,1870.633858,114.9774078,2008.770109,2156.141457,1.824918635
19-Jan-15,tank11,HCO2,HL,HC-HL,34.6,29.13,7.707884727,929.7815447,1863.287335,118.4233734,2005.565536,2155.883971,1.924652174
19-Jan-15,tank12,HCO2,HL,HC-HL,34.8,24.37,7.717127149,900.8329044,1895.726514,103.968148,2025.626991,2153.851161,1.64742186
19-Jan-15,tank13,ACO2,LL,AC-LL,35.1,29.22,8.07551726,335.7670511,1570.480992,236.1705731,1815.226615,2158.101559,3.826518523
19-Jan-15,tank14,ACO2,LL,AC-LL,35,28.51,8.1555778,264.7375678,1494.253929,262.7602904,1763.892036,2149.474272,4.243978313
19-Jan-15,tank15,ACO2,LL,AC-LL,35,24.61,8.06897979,348.1339895,1645.76717,205.6720607,1861.389567,2158.077519,3.25828266
19-Jan-15,tank16,HCO2,HL,HC-HL,34.9,25.24,7.754179007,820.2793741,1870.953915,115.6423859,2009.683501,2157.903069,1.838572482
19-Jan-15,tank17,HCO2,HL,HC-HL,35.2,29.64,7.740417167,850.6476424,1835.636025,129.8481509,1986.987625,2157.148847,2.107204821
19-Jan-15,tank18,HCO2,HL,HC-HL,34.8,24.49,7.641677982,1116.249394,1973.043256,91.35441788,2096.433056,2198.808171,1.448340321
19-Jan-15,tank19,ACO2,LL,AC-LL,35,24.58,8.026933725,392.8991971,1686.29401,191.0799497,1888.61233,2161.855722,3.026699875
19-Jan-15,tank20,ACO2,LL,AC-LL,34.7,24.67,8.046436435,372.7476908,1670.94786,197.3274004,1878.929551,2161.562085,3.133038296
19-Jan-15,tank21,ACO2,LL,AC-LL,35,30.07,8.012824473,401.6423673,1618.158156,216.6698437,1844.891371,2156.381605,3.529910236
19-Jan-15,tank22,HCO2,LL,HC-LL,34.9,24.51,7.744806224,835.9643323,1873.986692,110.3585892,2008.312021,2148.233914,1.748661302
19-Jan-15,tank23,HCO2,LL,HC-LL,34.8,27.54,7.603280607,1214.981864,1931.755746,91.52524039,2055.615715,2158.082675,1.472776875
19-Jan-15,tank24,HCO2,LL,HC-LL,34.2,28.96,7.610822611,1204.602535,1929.7629,96.58325455,2057.437149,2167.624202,1.572560324
